State,Year,Crime Type,Value
daman & diu,2007,Domestic violence,3
lakshadweep,2007,Domestic violence,2
puducherry,2007,Domestic violence,17
andhra pradesh,2008,Domestic violence,10306
arunachal pradesh,2008,Domestic violence,13
assam,2008,Domestic violence,3478
bihar,2008,Domestic violence,1992
chhattisgarh,2008,Domestic violence,897
goa,2008,Domestic violence,12
gujarat,2008,Domestic violence,6094
haryana,2008,Domestic violence,2435
himachal pradesh,2008,Domestic violence,343
jammu & kashmir,2008,Domestic violence,162
jharkhand,2008,Domestic violence,851
karnataka,2008,Domestic violence,2638
kerala,2008,Domestic violence,4138
madhya pradesh,2008,Domestic violence,3185
maharashtra,2008,Domestic violence,7829
manipur,2008,Domestic violence,28
meghalaya,2008,Domestic violence,32
mizoram,2008,Domestic violence,5
nagaland,2008,Domestic violence,4
odisha,2008,Domestic violence,1618
punjab,2008,Domestic violence,984
rajasthan,2008,Domestic violence,8113
sikkim,2008,Domestic violence,5
tamil nadu,2008,Domestic violence,1648
tripura,2008,Domestic violence,735
uttar pradesh,2008,Domestic violence,8312
uttarakhand,2008,Domestic violence,340
west bengal,2008,Domestic violence,13663
a & n islands,2008,Domestic violence,26
chandigarh,2008,Domestic violence,49
d & n haveli,2008,Domestic violence,4
daman & diu,2008,Domestic violence,5
lakshadweep,2008,Domestic violence,1
puducherry,2008,Domestic violence,12
andhra pradesh,2009,Domestic violence,11297
arunachal pradesh,2009,Domestic violence,13
assam,2009,Domestic violence,4398
bihar,2009,Domestic violence,2532
chhattisgarh,2009,Domestic violence,893
goa,2009,Domestic violence,21
gujarat,2009,Domestic violence,5506
haryana,2009,Domestic violence,2617
himachal pradesh,2009,Domestic violence,284
jammu & kashmir,2009,Domestic violence,196
jharkhand,2009,Domestic violence,710
karnataka,2009,Domestic violence,3185
kerala,2009,Domestic violence,4007
madhya pradesh,2009,Domestic violence,3983
maharashtra,2009,Domestic violence,7681
manipur,2009,Domestic violence,25
meghalaya,2009,Domestic violence,24
mizoram,2009,Domestic violence,4
nagaland,2009,Domestic violence,0
odisha,2009,Domestic violence,2047
punjab,2009,Domestic violence,1061
rajasthan,2009,Domestic violence,10371
sikkim,2009,Domestic violence,6
tamil nadu,2009,Domestic violence,1460
tripura,2009,Domestic violence,815
uttar pradesh,2009,Domestic violence,8566
uttarakhand,2009,Domestic violence,361
west bengal,2009,Domestic violence,16112
a & n islands,2009,Domestic violence,21
chandigarh,2009,Domestic violence,51
d & n haveli,2009,Domestic violence,3
daman & diu,2009,Domestic violence,3
lakshadweep,2009,Domestic violence,0
puducherry,2009,Domestic violence,10
andhra pradesh,2010,Domestic violence,12080
arunachal pradesh,2010,Domestic violence,12
assam,2010,Domestic violence,5410
bihar,2010,Domestic violence,2271
chhattisgarh,2010,Domestic violence,861
goa,2010,Domestic violence,17
gujarat,2010,Domestic violence,5600
haryana,2010,Domestic violence,2720
himachal pradesh,2010,Domestic violence,275
jammu & kashmir,2010,Domestic violence,211
jharkhand,2010,Domestic violence,650
karnataka,2010,Domestic violence,3441
kerala,2010,Domestic violence,4797
madhya pradesh,2010,Domestic violence,3756
maharashtra,2010,Domestic violence,7434
manipur,2010,Domestic violence,18
meghalaya,2010,Domestic violence,24
mizoram,2010,Domestic violence,3
nagaland,2010,Domestic violence,1
odisha,2010,Domestic violence,2067
punjab,2010,Domestic violence,1163
rajasthan,2010,Domestic violence,11145
sikkim,2010,Domestic violence,3
tamil nadu,2010,Domestic violence,1570
tripura,2010,Domestic violence,937
uttar pradesh,2010,Domestic violence,7978
uttarakhand,2010,Domestic violence,334
west bengal,2010,Domestic violence,17796
a & n islands,2010,Domestic violence,9
chandigarh,2010,Domestic violence,41
d & n haveli,2010,Domestic violence,3
daman & diu,2010,Domestic violence,3
lakshadweep,2010,Domestic violence,0
puducherry,2010,Domestic violence,7
andhra pradesh,2011,Domestic violence,13376
arunachal pradesh,2011,Domestic violence,18
assam,2011,Domestic violence,5246
bihar,2011,Domestic violence,2607
chhattisgarh,2011,Domestic violence,834
goa,2011,Domestic violence,18
gujarat,2011,Domestic violence,6052
haryana,2011,Domestic violence,2740
himachal pradesh,2011,Domestic violence,239
jammu & kashmir,2011,Domestic violence,286
jharkhand,2011,Domestic violence,659
karnataka,2011,Domestic violence,3712
kerala,2011,Domestic violence,5377
madhya pradesh,2011,Domestic violence,3732
maharashtra,2011,Domestic violence,7136
manipur,2011,Domestic violence,39
meghalaya,2011,Domestic violence,21
mizoram,2011,Domestic violence,9
nagaland,2011,Domestic violence,1
odisha,2011,Domestic violence,2320
punjab,2011,Domestic violence,1136
rajasthan,2011,Domestic violence,12218
sikkim,2011,Domestic violence,4
tamil nadu,2011,Domestic violence,1812
telangana,2011,Domestic violence,0
tripura,2011,Domestic violence,702
uttar pradesh,2011,Domestic violence,7121
uttarakhand,2011,Domestic violence,307
west bengal,2011,Domestic violence,19772
a & n islands,2011,Domestic violence,5
chandigarh,2011,Domestic violence,46
d&n haveli,2011,Domestic violence,3
daman & diu,2011,Domestic violence,2
delhi ut,2011,Domestic violence,1575
lakshadweep,2011,Domestic violence,0
puducherry,2011,Domestic violence,10
andhra pradesh,2012,Domestic violence,13389
arunachal pradesh,2012,Domestic violence,26
assam,2012,Domestic violence,6407
bihar,2012,Domestic violence,3686
chhattisgarh,2012,Domestic violence,980
goa,2012,Domestic violence,24
gujarat,2012,Domestic violence,6658
haryana,2012,Domestic violence,3137
himachal pradesh,2012,Domestic violence,251
jammu & kashmir,2012,Domestic violence,301
jharkhand,2012,Domestic violence,1261
karnataka,2012,Domestic violence,3684
kerala,2012,Domestic violence,5216
madhya pradesh,2012,Domestic violence,3988
maharashtra,2012,Domestic violence,7415
manipur,2012,Domestic violence,43
meghalaya,2012,Domestic violence,16
mizoram,2012,Domestic violence,8
nagaland,2012,Domestic violence,0
odisha,2012,Domestic violence,2638
punjab,2012,Domestic violence,1293
rajasthan,2012,Domestic violence,13312
sikkim,2012,Domestic violence,4
tamil nadu,2012,Domestic violence,1965
telangana,2012,Domestic violence,0
tripura,2012,Domestic violence,858
uttar pradesh,2012,Domestic violence,7661
uttarakhand,2012,Domestic violence,368
west bengal,2012,Domestic violence,19865
a & n islands,2012,Domestic violence,5
chandigarh,2012,Domestic violence,73
d&n haveli,2012,Domestic violence,0
daman & diu,2012,Domestic violence,3
delhi ut,2012,Domestic violence,1985
lakshadweep,2012,Domestic violence,1
puducherry,2012,Domestic violence,6
andhra pradesh,2013,Domestic violence,15084
arunachal pradesh,2013,Domestic violence,29
assam,2013,Domestic violence,8636
bihar,2013,Domestic violence,4533
chhattisgarh,2013,Domestic violence,1181
goa,2013,Domestic violence,40
gujarat,2013,Domestic violence,7812
haryana,2013,Domestic violence,3617
himachal pradesh,2013,Domestic violence,328
jammu & kashmir,2013,Domestic violence,428
jharkhand,2013,Domestic violence,2084
karnataka,2013,Domestic violence,3276
kerala,2013,Domestic violence,4820
madhya pradesh,2013,Domestic violence,4988
maharashtra,2013,Domestic violence,8542
manipur,2013,Domestic violence,29
meghalaya,2013,Domestic violence,23
mizoram,2013,Domestic violence,5
nagaland,2013,Domestic violence,4
odisha,2013,Domestic violence,2792
punjab,2013,Domestic violence,1741
rajasthan,2013,Domestic violence,15094
sikkim,2013,Domestic violence,5
tamil nadu,2013,Domestic violence,2471
telangana,2013,Domestic violence,0
tripura,2013,Domestic violence,827
uttar pradesh,2013,Domestic violence,8781
uttarakhand,2013,Domestic violence,435
west bengal,2013,Domestic violence,18116
a & n islands,2013,Domestic violence,9
chandigarh,2013,Domestic violence,92
d&n haveli,2013,Domestic violence,1
daman & diu,2013,Domestic violence,2
delhi ut,2013,Domestic violence,3033
lakshadweep,2013,Domestic violence,0
puducherry,2013,Domestic violence,8
andhra pradesh,2014,Domestic violence,6362
arunachal pradesh,2014,Domestic violence,42
assam,2014,Domestic violence,9626
bihar,2014,Domestic violence,4672
chhattisgarh,2014,Domestic violence,964
goa,2014,Domestic violence,35
gujarat,2014,Domestic violence,5991
haryana,2014,Domestic violence,3478
himachal pradesh,2014,Domestic violence,325
jammu & kashmir,2014,Domestic violence,467
jharkhand,2014,Domestic violence,1462
karnataka,2014,Domestic violence,3025
kerala,2014,Domestic violence,4919
madhya pradesh,2014,Domestic violence,6451
maharashtra,2014,Domestic violence,7696
manipur,2014,Domestic violence,41
meghalaya,2014,Domestic violence,42
mizoram,2014,Domestic violence,8
nagaland,2014,Domestic violence,3
odisha,2014,Domestic violence,3114
punjab,2014,Domestic violence,1681
rajasthan,2014,Domestic violence,15905
sikkim,2014,Domestic violence,5
tamil nadu,2014,Domestic violence,2103
telangana,2014,Domestic violence,6369
tripura,2014,Domestic violence,702
uttar pradesh,2014,Domestic violence,10471
uttarakhand,2014,Domestic violence,301
west bengal,2014,Domestic violence,23278
a & n islands,2014,Domestic violence,14
chandigarh,2014,Domestic violence,141
d&n haveli,2014,Domestic violence,6
daman & diu,2014,Domestic violence,1
delhi ut,2014,Domestic violence,3173
lakshadweep,2014,Domestic violence,0
puducherry,2014,Domestic violence,4
andhra pradesh,2015,Domestic violence,6121
arunachal pradesh,2015,Domestic violence,66
assam,2015,Domestic violence,11225
bihar,2015,Domestic violence,3792
chhattisgarh,2015,Domestic violence,620
goa,2015,Domestic violence,19
gujarat,2015,Domestic violence,4133
haryana,2015,Domestic violence,3525
himachal pradesh,2015,Domestic violence,226
jammu & kashmir,2015,Domestic violence,400
jharkhand,2015,Domestic violence,1654
karnataka,2015,Domestic violence,2732
kerala,2015,Domestic violence,3668
madhya pradesh,2015,Domestic violence,5281
maharashtra,2015,Domestic violence,7640
manipur,2015,Domestic violence,39
meghalaya,2015,Domestic violence,44
mizoram,2015,Domestic violence,9
nagaland,2015,Domestic violence,4
odisha,2015,Domestic violence,3605
punjab,2015,Domestic violence,1583
rajasthan,2015,Domestic violence,14383
sikkim,2015,Domestic violence,2
tamil nadu,2015,Domestic violence,1900
telangana,2015,Domestic violence,7329
tripura,2015,Domestic violence,501
uttar pradesh,2015,Domestic violence,8660
uttarakhand,2015,Domestic violence,407
west bengal,2015,Domestic violence,20163
a & n islands,2015,Domestic violence,14
chandigarh,2015,Domestic violence,126
d&n haveli,2015,Domestic violence,2
daman & diu,2015,Domestic violence,3
delhi ut,2015,Domestic violence,3521
lakshadweep,2015,Domestic violence,2
puducherry,2015,Domestic violence,4
andhra pradesh,2016,Domestic violence,6461
arunachal pradesh,2016,Domestic violence,50
assam,2016,Domestic violence,9321
bihar,2016,Domestic violence,3794
chhattisgarh,2016,Domestic violence,622
goa,2016,Domestic violence,23
gujarat,2016,Domestic violence,3732
haryana,2016,Domestic violence,3313
himachal pradesh,2016,Domestic violence,214
jammu & kashmir,2016,Domestic violence,342
jharkhand,2016,Domestic violence,1002
karnataka,2016,Domestic violence,2556
kerala,2016,Domestic violence,3455
madhya pradesh,2016,Domestic violence,6264
maharashtra,2016,Domestic violence,7215
manipur,2016,Domestic violence,29
meghalaya,2016,Domestic violence,26
mizoram,2016,Domestic violence,19
nagaland,2016,Domestic violence,3
odisha,2016,Domestic violence,2781
punjab,2016,Domestic violence,1568
rajasthan,2016,Domestic violence,13811
sikkim,2016,Domestic violence,2
tamil nadu,2016,Domestic violence,1256
telangana,2016,Domestic violence,7202
tripura,2016,Domestic violence,430
uttar pradesh,2016,Domestic violence,11156
uttarakhand,2016,Domestic violence,392
west bengal,2016,Domestic violence,19302
a & n islands,2016,Domestic violence,7
chandigarh,2016,Domestic violence,122
d&n haveli,2016,Domestic violence,6
daman & diu,2016,Domestic violence,8
delhi ut,2016,Domestic violence,3877
lakshadweep,2016,Domestic violence,2
puducherry,2016,Domestic violence,15
andhra pradesh,2017,Domestic violence,7156
arunachal pradesh,2017,Domestic violence,56
assam,2017,Domestic violence,9782
bihar,2017,Domestic violence,3776
chhattisgarh,2017,Domestic violence,582
goa,2017,Domestic violence,21
gujarat,2017,Domestic violence,3223
haryana,2017,Domestic violence,3326
himachal pradesh,2017,Domestic violence,191
jammu & kashmir,2017,Domestic violence,377
jharkhand,2017,Domestic violence,998
karnataka,2017,Domestic violence,2332
kerala,2017,Domestic violence,2856
madhya pradesh,2017,Domestic violence,6099
maharashtra,2017,Domestic violence,6584
manipur,2017,Domestic violence,19
meghalaya,2017,Domestic violence,20
mizoram,2017,Domestic violence,20
nagaland,2017,Domestic violence,3
odisha,2017,Domestic violence,2525
punjab,2017,Domestic violence,1199
rajasthan,2017,Domestic violence,11508
sikkim,2017,Domestic violence,5
tamil nadu,2017,Domestic violence,984
telangana,2017,Domestic violence,7838
tripura,2017,Domestic violence,348
uttar pradesh,2017,Domestic violence,12653
uttarakhand,2017,Domestic violence,394
west bengal,2017,Domestic violence,16800
a & n islands,2017,Domestic violence,4
chandigarh,2017,Domestic violence,121
d&n haveli,2017,Domestic violence,4
daman & diu,2017,Domestic violence,5
delhi ut,2017,Domestic violence,2735
lakshadweep,2017,Domestic violence,2
puducherry,2017,Domestic violence,5
andhra pradesh,2018,Domestic violence,6831
arunachal pradesh,2018,Domestic violence,60
assam,2018,Domestic violence,11136
bihar,2018,Domestic violence,2539
chhattisgarh,2018,Domestic violence,503
goa,2018,Domestic violence,9
gujarat,2018,Domestic violence,2923
haryana,2018,Domestic violence,4154
himachal pradesh,2018,Domestic violence,183
jammu & kashmir,2018,Domestic violence,325
jharkhand,2018,Domestic violence,1032
karnataka,2018,Domestic violence,2053
kerala,2018,Domestic violence,2046
madhya pradesh,2018,Domestic violence,4159
maharashtra,2018,Domestic violence,6862
manipur,2018,Domestic violence,14
meghalaya,2018,Domestic violence,18
mizoram,2018,Domestic violence,6
nagaland,2018,Domestic violence,3
odisha,2018,Domestic violence,1984
punjab,2018,Domestic violence,1470
rajasthan,2018,Domestic violence,12250
sikkim,2018,Domestic violence,1
tamil nadu,2018,Domestic violence,789
telangana,2018,Domestic violence,6286
tripura,2018,Domestic violence,303
uttar pradesh,2018,Domestic violence,14233
uttarakhand,2018,Domestic violence,622
west bengal,2018,Domestic violence,16951
a & n islands,2018,Domestic violence,4
chandigarh,2018,Domestic violence,93
d&n haveli,2018,Domestic violence,1
daman & diu,2018,Domestic violence,4
delhi ut,2018,Domestic violence,3416
lakshadweep,2018,Domestic violence,1
puducherry,2018,Domestic violence,8
andhra pradesh,2019,Domestic violence,7851
arunachal pradesh,2019,Domestic violence,54
assam,2019,Domestic violence,11943
bihar,2019,Domestic violence,2397
chhattisgarh,2019,Domestic violence,732
goa,2019,Domestic violence,9
gujarat,2019,Domestic violence,3619
haryana,2019,Domestic violence,4867
himachal pradesh,2019,Domestic violence,228
jammu & kashmir,2019,Domestic violence,347
jharkhand,2019,Domestic violence,1426
karnataka,2019,Domestic violence,2472
kerala,2019,Domestic violence,2970
madhya pradesh,2019,Domestic violence,5486
maharashtra,2019,Domestic violence,8430
manipur,2019,Domestic violence,15
meghalaya,2019,Domestic violence,23
mizoram,2019,Domestic violence,5
nagaland,2019,Domestic violence,0
odisha,2019,Domestic violence,2739
punjab,2019,Domestic violence,1595
rajasthan,2019,Domestic violence,18432
sikkim,2019,Domestic violence,1
tamil nadu,2019,Domestic violence,781
telangana,2019,Domestic violence,8541
tripura,2019,Domestic violence,451
uttar pradesh,2019,Domestic violence,18304
uttarakhand,2019,Domestic violence,644
west bengal,2019,Domestic violence,16951
a & n islands,2019,Domestic violence,1
chandigarh,2019,Domestic violence,177
d&n haveli,2019,Domestic violence,3
daman & diu,2019,Domestic violence,4
delhi ut,2019,Domestic violence,3792
lakshadweep,2019,Domestic violence,0
puducherry,2019,Domestic violence,8
andhra pradesh,2020,Domestic violence,6546
arunachal pradesh,2020,Domestic violence,69
assam,2020,Domestic violence,11408
bihar,2020,Domestic violence,1935
chhattisgarh,2020,Domestic violence,641
goa,2020,Domestic violence,8
gujarat,2020,Domestic violence,3345
haryana,2020,Domestic violence,4119
himachal pradesh,2020,Domestic violence,259
jammu & kashmir,2020,Domestic violence,857
jharkhand,2020,Domestic violence,2055
karnataka,2020,Domestic violence,2707
kerala,2020,Domestic violence,5540
madhya pradesh,2020,Domestic violence,6729
maharashtra,2020,Domestic violence,7
manipur,2020,Domestic violence,17
meghalaya,2020,Domestic violence,7
mizoram,2020,Domestic violence,2
nagaland,2020,Domestic violence,3659
odisha,2020,Domestic violence,1271
punjab,2020,Domestic violence,13765
rajasthan,2020,Domestic violence,1
sikkim,2020,Domestic violence,689
tamil nadu,2020,Domestic violence,7453
telangana,2020,Domestic violence,356
tripura,2020,Domestic violence,14454
uttar pradesh,2020,Domestic violence,668
uttarakhand,2020,Domestic violence,19962
west bengal,2020,Domestic violence,2
a & n islands,2020,Domestic violence,96
chandigarh,2020,Domestic violence,4
d&n haveli,2020,Domestic violence,2557
daman & diu,2020,Domestic violence,349
delhi ut,2020,Domestic violence,3
lakshadweep,2020,Domestic violence,0
puducherry,2020,Domestic violence,9
andhra pradesh,2021,Domestic violence,7092
arunachal pradesh,2021,Domestic violence,112
assam,2021,Domestic violence,12950
bihar,2021,Domestic violence,2069
chhattisgarh,2021,Domestic violence,963
goa,2021,Domestic violence,1
gujarat,2021,Domestic violence,2271
haryana,2021,Domestic violence,5755
himachal pradesh,2021,Domestic violence,221
jammu & kashmir,2021,Domestic violence,931
jharkhand,2021,Domestic violence,2336
karnataka,2021,Domestic violence,4997
kerala,2021,Domestic violence,7929
madhya pradesh,2021,Domestic violence,10095
maharashtra,2021,Domestic violence,18
manipur,2021,Domestic violence,21
meghalaya,2021,Domestic violence,11
mizoram,2021,Domestic violence,2
nagaland,2021,Domestic violence,4889
odisha,2021,Domestic violence,1714
punjab,2021,Domestic violence,16949
rajasthan,2021,Domestic violence,3
sikkim,2021,Domestic violence,875
tamil nadu,2021,Domestic violence,9468
telangana,2021,Domestic violence,355
tripura,2021,Domestic violence,18375
uttar pradesh,2021,Domestic violence,519
uttarakhand,2021,Domestic violence,19952
west bengal,2021,Domestic violence,4
a & n islands,2021,Domestic violence,95
chandigarh,2021,Domestic violence,6
d&n haveli,2021,Domestic violence,4731
daman & diu,2021,Domestic violence,501
delhi ut,2021,Domestic violence,9
lakshadweep,2021,Domestic violence,3
puducherry,2021,Domestic violence,12
andhra pradesh,2001,Women Trafficking,7
arunachal pradesh,2001,Women Trafficking,0
assam,2001,Women Trafficking,0
bihar,2001,Women Trafficking,83
chhattisgarh,2001,Women Trafficking,0
goa,2001,Women Trafficking,0
gujarat,2001,Women Trafficking,0
haryana,2001,Women Trafficking,0
himachal pradesh,2001,Women Trafficking,0
jammu & kashmir,2001,Women Trafficking,0
jharkhand,2001,Women Trafficking,2
karnataka,2001,Women Trafficking,0
kerala,2001,Women Trafficking,0
madhya pradesh,2001,Women Trafficking,0
maharashtra,2001,Women Trafficking,1
manipur,2001,Women Trafficking,0
meghalaya,2001,Women Trafficking,0
mizoram,2001,Women Trafficking,3
nagaland,2001,Women Trafficking,0
odisha,2001,Women Trafficking,0
punjab,2001,Women Trafficking,0
rajasthan,2001,Women Trafficking,1
sikkim,2001,Women Trafficking,0
tamil nadu,2001,Women Trafficking,14
tripura,2001,Women Trafficking,0
uttar pradesh,2001,Women Trafficking,0
uttarakhand,2001,Women Trafficking,0
west bengal,2001,Women Trafficking,3
a & n islands,2001,Women Trafficking,0
chandigarh,2001,Women Trafficking,0
d & n haveli,2001,Women Trafficking,0
daman & diu,2001,Women Trafficking,0
lakshadweep,2001,Women Trafficking,0
puducherry,2001,Women Trafficking,0
andhra pradesh,2002,Women Trafficking,0
arunachal pradesh,2002,Women Trafficking,0
assam,2002,Women Trafficking,0
bihar,2002,Women Trafficking,38
chhattisgarh,2002,Women Trafficking,0
goa,2002,Women Trafficking,0
gujarat,2002,Women Trafficking,0
haryana,2002,Women Trafficking,0
himachal pradesh,2002,Women Trafficking,0
jammu & kashmir,2002,Women Trafficking,0
jharkhand,2002,Women Trafficking,36
karnataka,2002,Women Trafficking,0
kerala,2002,Women Trafficking,0
madhya pradesh,2002,Women Trafficking,0
maharashtra,2002,Women Trafficking,0
manipur,2002,Women Trafficking,0
meghalaya,2002,Women Trafficking,0
mizoram,2002,Women Trafficking,0
nagaland,2002,Women Trafficking,0
odisha,2002,Women Trafficking,0
punjab,2002,Women Trafficking,0
rajasthan,2002,Women Trafficking,0
sikkim,2002,Women Trafficking,0
tamil nadu,2002,Women Trafficking,0
tripura,2002,Women Trafficking,0
uttar pradesh,2002,Women Trafficking,0
uttarakhand,2002,Women Trafficking,1
west bengal,2002,Women Trafficking,1
a & n islands,2002,Women Trafficking,0
chandigarh,2002,Women Trafficking,0
d & n haveli,2002,Women Trafficking,0
daman & diu,2002,Women Trafficking,0
lakshadweep,2002,Women Trafficking,0
puducherry,2002,Women Trafficking,0
andhra pradesh,2003,Women Trafficking,5
arunachal pradesh,2003,Women Trafficking,0
assam,2003,Women Trafficking,0
bihar,2003,Women Trafficking,37
chhattisgarh,2003,Women Trafficking,0
goa,2003,Women Trafficking,0
gujarat,2003,Women Trafficking,0
haryana,2003,Women Trafficking,0
himachal pradesh,2003,Women Trafficking,0
jammu & kashmir,2003,Women Trafficking,0
jharkhand,2003,Women Trafficking,0
karnataka,2003,Women Trafficking,0
kerala,2003,Women Trafficking,0
madhya pradesh,2003,Women Trafficking,0
maharashtra,2003,Women Trafficking,0
manipur,2003,Women Trafficking,0
meghalaya,2003,Women Trafficking,0
mizoram,2003,Women Trafficking,0
nagaland,2003,Women Trafficking,1
odisha,2003,Women Trafficking,0
punjab,2003,Women Trafficking,0
rajasthan,2003,Women Trafficking,1
sikkim,2003,Women Trafficking,0
tamil nadu,2003,Women Trafficking,1
tripura,2003,Women Trafficking,0
uttar pradesh,2003,Women Trafficking,0
uttarakhand,2003,Women Trafficking,0
west bengal,2003,Women Trafficking,1
a & n islands,2003,Women Trafficking,0
chandigarh,2003,Women Trafficking,0
d & n haveli,2003,Women Trafficking,0
daman & diu,2003,Women Trafficking,0
lakshadweep,2003,Women Trafficking,0
puducherry,2003,Women Trafficking,0
andhra pradesh,2004,Women Trafficking,2
arunachal pradesh,2004,Women Trafficking,0
assam,2004,Women Trafficking,0
bihar,2004,Women Trafficking,35
chhattisgarh,2004,Women Trafficking,0
goa,2004,Women Trafficking,0
gujarat,2004,Women Trafficking,0
haryana,2004,Women Trafficking,0
himachal pradesh,2004,Women Trafficking,0
jammu & kashmir,2004,Women Trafficking,0
jharkhand,2004,Women Trafficking,36
karnataka,2004,Women Trafficking,0
kerala,2004,Women Trafficking,0
madhya pradesh,2004,Women Trafficking,0
maharashtra,2004,Women Trafficking,0
manipur,2004,Women Trafficking,0
meghalaya,2004,Women Trafficking,0
mizoram,2004,Women Trafficking,0
nagaland,2004,Women Trafficking,0
odisha,2004,Women Trafficking,0
punjab,2004,Women Trafficking,0
rajasthan,2004,Women Trafficking,1
sikkim,2004,Women Trafficking,0
tamil nadu,2004,Women Trafficking,0
tripura,2004,Women Trafficking,0
uttar pradesh,2004,Women Trafficking,3
uttarakhand,2004,Women Trafficking,0
west bengal,2004,Women Trafficking,12
a & n islands,2004,Women Trafficking,0
chandigarh,2004,Women Trafficking,0
d & n haveli,2004,Women Trafficking,0
daman & diu,2004,Women Trafficking,0
lakshadweep,2004,Women Trafficking,0
puducherry,2004,Women Trafficking,0
andhra pradesh,2005,Women Trafficking,3
arunachal pradesh,2005,Women Trafficking,0
assam,2005,Women Trafficking,3
bihar,2005,Women Trafficking,74
chhattisgarh,2005,Women Trafficking,0
goa,2005,Women Trafficking,0
gujarat,2005,Women Trafficking,0
haryana,2005,Women Trafficking,0
himachal pradesh,2005,Women Trafficking,0
jammu & kashmir,2005,Women Trafficking,0
jharkhand,2005,Women Trafficking,4
karnataka,2005,Women Trafficking,0
kerala,2005,Women Trafficking,0
madhya pradesh,2005,Women Trafficking,3
maharashtra,2005,Women Trafficking,0
manipur,2005,Women Trafficking,0
meghalaya,2005,Women Trafficking,0
mizoram,2005,Women Trafficking,0
nagaland,2005,Women Trafficking,0
odisha,2005,Women Trafficking,0
punjab,2005,Women Trafficking,0
rajasthan,2005,Women Trafficking,0
sikkim,2005,Women Trafficking,0
tamil nadu,2005,Women Trafficking,0
tripura,2005,Women Trafficking,0
uttar pradesh,2005,Women Trafficking,0
uttarakhand,2005,Women Trafficking,0
west bengal,2005,Women Trafficking,61
a & n islands,2005,Women Trafficking,0
chandigarh,2005,Women Trafficking,0
d & n haveli,2005,Women Trafficking,0
daman & diu,2005,Women Trafficking,0
lakshadweep,2005,Women Trafficking,0
puducherry,2005,Women Trafficking,0
andhra pradesh,2006,Women Trafficking,0
arunachal pradesh,2006,Women Trafficking,0
assam,2006,Women Trafficking,0
bihar,2006,Women Trafficking,42
chhattisgarh,2006,Women Trafficking,1
goa,2006,Women Trafficking,0
gujarat,2006,Women Trafficking,0
haryana,2006,Women Trafficking,0
himachal pradesh,2006,Women Trafficking,0
jammu & kashmir,2006,Women Trafficking,0
jharkhand,2006,Women Trafficking,5
karnataka,2006,Women Trafficking,0
kerala,2006,Women Trafficking,0
madhya pradesh,2006,Women Trafficking,0
maharashtra,2006,Women Trafficking,1
manipur,2006,Women Trafficking,0
meghalaya,2006,Women Trafficking,0
mizoram,2006,Women Trafficking,0
nagaland,2006,Women Trafficking,0
odisha,2006,Women Trafficking,12
punjab,2006,Women Trafficking,2
rajasthan,2006,Women Trafficking,3
sikkim,2006,Women Trafficking,0
tamil nadu,2006,Women Trafficking,0
tripura,2006,Women Trafficking,0
uttar pradesh,2006,Women Trafficking,0
uttarakhand,2006,Women Trafficking,0
west bengal,2006,Women Trafficking,1
a & n islands,2006,Women Trafficking,0
chandigarh,2006,Women Trafficking,0
d & n haveli,2006,Women Trafficking,0
daman & diu,2006,Women Trafficking,0
lakshadweep,2006,Women Trafficking,0
puducherry,2006,Women Trafficking,0
andhra pradesh,2007,Women Trafficking,0
arunachal pradesh,2007,Women Trafficking,0
assam,2007,Women Trafficking,0
bihar,2007,Women Trafficking,56
chhattisgarh,2007,Women Trafficking,0
goa,2007,Women Trafficking,0
gujarat,2007,Women Trafficking,0
haryana,2007,Women Trafficking,0
himachal pradesh,2007,Women Trafficking,0
jammu & kashmir,2007,Women Trafficking,0
jharkhand,2007,Women Trafficking,0
karnataka,2007,Women Trafficking,0
kerala,2007,Women Trafficking,0
madhya pradesh,2007,Women Trafficking,0
maharashtra,2007,Women Trafficking,0
manipur,2007,Women Trafficking,0
meghalaya,2007,Women Trafficking,0
mizoram,2007,Women Trafficking,0
nagaland,2007,Women Trafficking,0
odisha,2007,Women Trafficking,0
punjab,2007,Women Trafficking,0
rajasthan,2007,Women Trafficking,0
sikkim,2007,Women Trafficking,0
tamil nadu,2007,Women Trafficking,0
tripura,2007,Women Trafficking,0
uttar pradesh,2007,Women Trafficking,0
uttarakhand,2007,Women Trafficking,0
west bengal,2007,Women Trafficking,5
a & n islands,2007,Women Trafficking,0
chandigarh,2007,Women Trafficking,0
d & n haveli,2007,Women Trafficking,0
daman & diu,2007,Women Trafficking,0
lakshadweep,2007,Women Trafficking,0
puducherry,2007,Women Trafficking,0
andhra pradesh,2008,Women Trafficking,0
arunachal pradesh,2008,Women Trafficking,0
assam,2008,Women Trafficking,0
bihar,2008,Women Trafficking,22
chhattisgarh,2008,Women Trafficking,0
goa,2008,Women Trafficking,0
gujarat,2008,Women Trafficking,0
haryana,2008,Women Trafficking,0
himachal pradesh,2008,Women Trafficking,0
jammu & kashmir,2008,Women Trafficking,0
jharkhand,2008,Women Trafficking,39
karnataka,2008,Women Trafficking,1
kerala,2008,Women Trafficking,0
madhya pradesh,2008,Women Trafficking,0
maharashtra,2008,Women Trafficking,0
manipur,2008,Women Trafficking,0
meghalaya,2008,Women Trafficking,0
mizoram,2008,Women Trafficking,0
nagaland,2008,Women Trafficking,0
odisha,2008,Women Trafficking,0
